time,AC_Set_Speed,Compressor_Running_Speed,CmdPrcSp,Board_Temp,DC_Bus_Voltage,AC_Enable,IsActVld,IsAnyVld,DrvrOut_IsRunOk,DrvrOut_IsFault,DrvrOut_IsRdy2Run
1.04,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.05,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.06,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.07,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.08,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.09,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.1,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.11,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.12,1075,0.0,1,0.0,300.0,1,1,1,0,0,1
1.13,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.14,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.15,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.16,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.17,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.18,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.19,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.2,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.21,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.22,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.23,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.24,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.25,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.26,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.27,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.28,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.29,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.3,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.31,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.32,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.33,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.34,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.35,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.36,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.37,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.38,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.39,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.4,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.41,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.42,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.43,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.44,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.45,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.46,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.47,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.48,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.49,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.5,1075,0.0,1,0.0,300.0,1,0,1,0,0,1
1.51,1075,0.96,1,0.0,300.0,1,0,1,0,0,1
1.52,1075,1.92,1,0.0,300.0,1,0,1,0,0,1
1.53,1075,2.89,1,0.0,300.0,1,0,1,0,0,1
1.54,1075,3.85,1,0.0,300.0,1,0,1,0,0,1
1.55,1075,4.81,1,0.0,300.0,1,0,1,0,0,1
1.56,1075,5.77,1,0.0,300.0,1,0,1,0,0,1
1.57,1075,6.73,1,0.0,300.0,1,0,1,0,0,1
1.58,1075,7.7,1,0.0,300.0,1,0,1,0,0,1
1.59,1075,8.66,1,0.0,300.0,1,0,1,0,0,1
1.6,1075,9.62,1,0.0,300.0,1,0,1,0,0,1
1.61,1075,12.32,1,0.0,300.0,1,0,1,0,0,1
1.62,1075,15.02,1,0.0,300.0,1,0,1,0,0,1
1.63,1075,17.71,1,0.0,300.0,1,0,1,0,0,1
1.64,1075,20.41,1,0.0,300.0,1,0,1,0,0,1
1.65,1075,23.11,1,0.0,300.0,1,0,1,0,0,1
1.66,1075,25.81,1,0.0,300.0,1,0,1,0,0,1
1.67,1075,28.51,1,0.0,300.0,1,0,1,0,0,1
1.68,1075,31.2,1,0.0,300.0,1,0,1,0,0,1
1.69,1075,33.9,1,0.0,300.0,1,0,1,0,0,1
1.7,1075,36.6,1,0.0,300.0,1,0,1,0,0,1
1.71,1075,40.53,1,0.0,300.0,1,0,1,0,0,1
1.72,1075,44.47,1,0.0,300.0,1,0,1,0,0,1
1.73,1075,48.4,1,0.0,300.0,1,0,1,0,0,1
1.74,1075,52.34,1,0.0,300.0,1,0,1,0,0,1
1.75,1075,56.27,1,0.0,300.0,1,0,1,0,0,1
1.76,1075,60.21,1,0.0,300.0,1,0,1,0,0,1
1.77,1075,64.14,1,0.0,300.0,1,0,1,0,0,1
1.78,1075,68.08,1,0.0,300.0,1,0,1,0,0,1
1.79,1075,72.01,1,0.0,300.0,1,0,1,0,0,1
1.8,1075,75.95,1,0.0,300.0,1,0,1,0,0,1
1.81,1075,80.77,1,0.0,300.0,1,0,1,0,0,1
1.82,1075,85.58,1,0.0,300.0,1,0,1,0,0,1
1.83,1075,90.4,1,0.0,300.0,1,0,1,0,0,1
1.84,1075,95.21,1,0.0,300.0,1,0,1,0,0,1
1.85,1075,100.03,1,0.0,300.0,1,0,1,0,0,1
1.86,1075,104.85,1,0.0,300.0,1,0,1,0,0,1
1.87,1075,109.66,1,0.0,300.0,1,0,1,0,0,1
1.88,1075,114.48,1,0.0,300.0,1,0,1,0,0,1
1.89,1075,119.3,1,0.0,300.0,1,0,1,0,0,1
1.9,1075,124.11,1,0.0,300.0,1,0,1,0,0,1
1.91,1075,129.56,1,0.0,300.0,1,0,1,0,0,1
1.92,1075,135.0,1,0.0,300.0,1,0,1,0,0,1
1.93,1075,140.44,1,0.0,300.0,1,0,1,0,0,1
1.94,1075,145.89,1,0.0,300.0,1,0,1,0,0,1
1.95,1075,151.33,1,0.0,300.0,1,0,1,0,0,1
1.96,1075,156.78,1,0.0,300.0,1,0,1,0,0,1
1.97,1075,162.22,1,0.0,300.0,1,0,1,0,0,1
1.98,1075,167.66,1,0.0,300.0,1,0,1,0,0,1
1.99,1075,173.11,1,0.0,300.0,1,0,1,0,0,1
2.0,1075,178.55,1,0.0,300.0,1,0,0,0,0,1
2.01,1075,184.44,1,0.0,300.0,1,0,0,0,0,1
2.02,1075,190.34,1,0.0,300.0,1,0,0,0,0,1
2.03,1075,196.23,1,0.0,300.0,1,0,0,0,0,1
2.04,1075,202.12,1,0.0,300.0,1,0,0,0,0,1
2.05,1075,208.01,1,0.0,300.0,1,0,0,0,0,1
2.06,1075,213.9,1,0.0,300.0,1,0,0,0,0,1
2.07,1075,219.79,1,0.0,300.0,1,0,0,0,0,1
2.08,1075,225.68,1,0.0,300.0,1,0,0,0,0,1
2.09,1075,231.58,1,0.0,300.0,1,0,0,0,0,1
2.1,1075,237.47,1,0.0,300.0,1,0,0,0,0,1
2.11,1075,243.68,1,0.0,300.0,1,0,0,0,0,1
2.12,1075,249.89,1,0.0,300.0,1,0,0,0,0,1
2.13,1075,256.1,1,0.0,300.0,1,0,0,0,0,1
2.14,1075,262.31,1,0.0,300.0,1,0,0,0,0,1
2.15,1075,268.52,1,0.0,300.0,1,0,0,0,0,1
2.16,1075,274.73,1,0.0,300.0,1,0,0,0,0,1
2.17,1075,280.94,1,0.0,300.0,1,0,0,0,0,1
2.18,1075,287.15,1,0.0,300.0,1,0,0,0,0,1
2.19,1075,293.36,1,0.0,300.0,1,0,0,0,0,1
2.2,1075,299.57,1,0.0,300.0,1,0,0,0,0,1
2.21,1075,306.01,1,0.0,300.0,1,0,0,0,0,1
2.22,1075,312.44,1,0.0,300.0,1,0,0,0,0,1
2.23,1075,318.88,1,0.0,300.0,1,0,0,0,0,1
2.24,1075,325.32,1,0.0,300.0,1,0,0,0,0,1
2.25,1075,331.76,1,0.0,300.0,1,0,0,0,0,1
2.26,1075,338.19,1,0.0,300.0,1,0,0,0,0,1
2.27,1075,344.63,1,0.0,300.0,1,0,0,0,0,1
2.28,1075,351.07,1,0.0,300.0,1,0,0,0,0,1
2.29,1075,357.51,1,0.0,300.0,1,0,0,0,0,1
2.3,1075,363.94,1,0.0,300.0,1,0,0,0,0,1
2.31,1075,370.54,1,0.0,300.0,1,0,0,0,0,1
2.32,1075,377.14,1,0.0,300.0,1,0,0,0,0,1
2.33,1075,383.74,1,0.0,300.0,1,0,0,0,0,1
2.34,1075,390.34,1,0.0,300.0,1,0,0,0,0,1
2.35,1075,396.94,1,0.0,300.0,1,0,0,0,0,1
2.36,1075,403.54,1,0.0,300.0,1,0,0,0,0,1
2.37,1075,410.14,1,0.0,300.0,1,0,0,0,0,1
2.38,1075,416.74,1,0.0,300.0,1,0,0,0,0,1
2.39,1075,423.33,1,0.0,300.0,1,0,0,0,0,1
2.4,1075,429.93,1,0.0,300.0,1,0,0,0,0,1
2.41,1075,436.65,1,0.0,300.0,1,0,0,0,0,1
2.42,1075,443.36,1,0.0,300.0,1,0,0,0,0,1
2.43,1075,450.08,1,0.0,300.0,1,0,0,0,0,1
2.44,1075,456.79,1,0.0,300.0,1,0,0,0,0,1
2.45,1075,463.51,1,0.0,300.0,1,0,0,0,0,1
2.46,1075,470.22,1,0.0,300.0,1,0,0,0,0,1
2.47,1075,476.93,1,0.0,300.0,1,0,0,0,0,1
2.48,1075,483.65,1,0.0,300.0,1,0,0,0,0,1
2.49,1075,490.36,1,0.0,300.0,1,0,0,0,0,1
2.5,1075,497.08,1,0.0,300.0,1,0,0,0,0,1
2.51,1075,503.87,1,0.0,300.0,1,0,0,0,0,1
2.52,1075,510.67,1,0.0,300.0,1,0,0,0,0,1
2.53,1075,517.47,1,0.0,300.0,1,0,0,0,0,1
2.54,1075,524.26,1,0.0,300.0,1,0,0,0,0,1
2.55,1075,531.06,1,0.0,300.0,1,0,0,0,0,1
2.56,1075,537.86,1,0.0,300.0,1,0,0,0,0,1
2.57,1075,544.65,1,0.0,300.0,1,0,0,0,0,1
2.58,1075,551.45,1,0.0,300.0,1,0,0,0,0,1
2.59,1075,558.25,1,0.0,300.0,1,0,0,0,0,1
2.6,1075,565.04,1,0.0,300.0,1,0,0,0,0,1
2.61,1075,571.9,1,0.0,300.0,1,0,0,0,0,1
2.62,1075,578.75,1,0.0,300.0,1,0,0,0,0,1
2.63,1075,585.61,1,0.0,300.0,1,0,0,0,0,1
2.64,1075,592.46,1,0.0,300.0,1,0,0,0,0,1
2.65,1075,599.32,1,0.0,300.0,1,0,0,0,0,1
2.66,1075,606.17,1,0.0,300.0,1,0,0,0,0,1
2.67,1075,613.03,1,0.0,300.0,1,0,0,0,0,1
2.68,1075,619.88,1,0.0,300.0,1,0,0,0,0,1
2.69,1075,626.74,1,0.0,300.0,1,0,0,0,0,1
2.7,1075,633.59,1,0.0,300.0,1,0,0,0,0,1
2.71,1075,640.49,1,0.0,300.0,1,0,0,0,0,1
2.72,1075,647.39,1,0.0,300.0,1,0,0,0,0,1
2.73,1075,654.28,1,0.0,300.0,1,0,0,0,0,1
2.74,1075,661.18,1,0.0,300.0,1,0,0,0,0,1
2.75,1075,668.08,1,0.0,300.0,1,0,0,0,0,1
2.76,1075,674.97,1,0.0,300.0,1,0,0,0,0,1
2.77,1075,681.87,1,0.0,300.0,1,0,0,0,0,1
2.78,1075,688.77,1,0.0,300.0,1,0,0,0,0,1
2.79,1075,695.66,1,0.0,300.0,1,0,0,0,0,1
2.8,1075,702.56,1,0.0,300.0,1,0,0,0,0,1
2.81,1075,709.49,1,0.0,300.0,1,0,0,0,0,1
2.82,1075,716.41,1,0.0,300.0,1,0,0,0,0,1
2.83,1075,723.34,1,0.0,300.0,1,0,0,0,0,1
2.84,1075,730.27,1,0.0,300.0,1,0,0,0,0,1
2.85,1075,737.19,1,0.0,300.0,1,0,0,0,0,1
2.86,1075,744.12,1,0.0,300.0,1,0,0,0,0,1
2.87,1075,751.04,1,0.0,300.0,1,0,0,0,0,1
2.88,1075,757.97,1,0.0,300.0,1,0,0,0,0,1
2.89,1075,764.9,1,0.0,300.0,1,0,0,0,0,1
2.9,1075,771.82,1,0.0,300.0,1,0,0,0,0,1
2.91,1075,778.77,1,0.0,300.0,1,0,0,0,0,1
2.92,1075,785.72,1,0.0,300.0,1,0,0,0,0,1
2.93,1075,792.67,1,0.0,300.0,1,0,0,0,0,1
2.94,1075,799.61,1,0.0,300.0,1,0,0,0,0,1
2.95,1075,806.56,1,0.0,300.0,1,0,0,0,0,1
2.96,1075,813.51,1,0.0,300.0,1,0,0,0,0,1
2.97,1075,820.46,1,0.0,300.0,1,0,0,0,0,1
2.98,1075,827.4,1,0.0,300.0,1,0,0,0,0,1
2.99,1075,834.35,1,0.0,300.0,1,0,0,0,0,1
3.0,1075,841.3,1,0.0,300.0,1,0,0,0,0,1
3.01,1075,847.87,1,0.0,300.0,1,0,0,0,0,1
3.02,1075,854.44,1,0.0,300.0,1,0,1,0,0,1
3.03,1075,861.02,1,0.0,300.0,1,0,1,0,0,1
3.04,1075,867.59,1,0.0,300.0,1,0,1,0,0,1
3.05,1075,874.16,1,0.0,300.0,1,0,1,0,0,1
3.06,1075,880.73,1,0.0,300.0,1,0,1,0,0,1
3.07,1075,887.31,1,0.0,300.0,1,0,1,0,0,1
3.08,1075,893.88,1,0.0,300.0,1,0,1,0,0,1
3.09,1075,900.45,1,0.0,300.0,1,0,1,0,0,1
3.1,1075,907.03,1,0.0,300.0,1,0,1,0,0,1
3.11,1075,911.85,1,0.0,300.0,1,0,1,0,0,1
3.12,1075,916.68,1,0.0,300.0,1,0,1,0,0,1
3.13,1075,921.51,1,0.0,300.0,1,0,1,0,0,1
3.14,1075,926.34,1,0.0,300.0,1,0,1,0,0,1
3.15,1075,931.17,1,0.0,300.0,1,0,1,0,0,1
3.16,1075,936.0,1,0.0,300.0,1,0,1,0,0,1
3.17,1075,940.83,1,0.0,300.0,1,0,1,0,0,1
3.18,1075,945.66,1,0.0,300.0,1,0,1,0,0,1
3.19,1075,950.49,1,0.0,300.0,1,0,1,0,0,1
3.2,1075,955.32,1,0.0,300.0,1,0,0,0,0,1
3.21,1075,958.76,1,0.0,300.0,1,0,0,0,0,1
3.22,1075,962.2,1,0.0,300.0,1,0,0,0,0,1
3.23,1075,965.65,1,0.0,300.0,1,0,0,0,0,1
3.24,1075,969.09,1,0.0,300.0,1,0,0,0,0,1
3.25,1075,972.53,1,0.0,300.0,1,0,0,0,0,1
3.26,1075,975.97,1,0.0,300.0,1,0,0,0,0,1
3.27,1075,979.41,1,0.0,300.0,1,0,0,0,0,1
3.28,1075,982.85,1,0.0,300.0,1,0,0,0,0,1
3.29,1075,986.29,1,0.0,300.0,1,0,0,0,0,1
3.3,1075,989.73,1,0.0,300.0,1,0,0,0,0,1
3.31,1075,992.19,1,0.0,300.0,1,0,0,0,0,1
3.32,1075,994.64,1,0.0,300.0,1,0,0,0,0,1
3.33,1075,997.09,1,0.0,300.0,1,0,0,0,0,1
3.34,1075,999.54,1,0.0,300.0,1,0,0,0,0,1
3.35,1075,1001.99,1,0.0,300.0,1,0,0,0,0,1
3.36,1075,1004.44,1,0.0,300.0,1,0,0,0,0,1
3.37,1075,1006.9,1,0.0,300.0,1,0,0,0,0,1
3.38,1075,1009.35,1,0.0,300.0,1,0,0,0,0,1
3.39,1075,1011.8,1,0.0,300.0,1,0,0,0,0,1
3.4,1075,1014.25,1,0.0,300.0,1,1,1,0,0,1
3.41,1075,1016.0,1,0.0,300.0,1,1,1,0,0,1
3.42,1075,1017.74,1,0.0,300.0,1,1,1,0,0,1
3.43,1075,1019.49,1,0.0,300.0,1,1,1,0,0,1
3.44,1075,1021.24,1,0.0,300.0,1,1,1,0,0,1
3.45,1075,1022.98,1,0.0,300.0,1,1,1,0,0,1
3.46,1075,1024.73,1,0.0,300.0,1,1,1,0,0,1
3.47,1075,1026.48,1,0.0,300.0,1,1,1,0,0,1
3.48,1075,1028.22,1,0.0,300.0,1,1,1,0,0,1
3.49,1075,1029.97,1,0.0,300.0,1,1,1,0,0,1
3.5,1075,1031.72,1,0.0,300.0,1,1,1,0,0,1
3.51,1075,1032.96,1,0.0,300.0,1,1,1,0,0,1
3.52,1075,1034.21,1,0.0,300.0,1,1,1,0,0,1
3.53,1075,1035.45,1,0.0,300.0,1,1,1,0,0,1
3.54,1075,1036.7,1,0.0,300.0,1,1,1,0,0,1
3.55,1075,1037.94,1,0.0,300.0,1,1,1,0,0,1
3.56,1075,1039.18,1,0.0,300.0,1,1,1,0,0,1
3.57,1075,1040.43,1,0.0,300.0,1,1,1,0,0,1
3.58,1075,1041.67,1,0.0,300.0,1,1,1,0,0,1
3.59,1075,1042.92,1,0.0,300.0,1,1,1,0,0,1
3.6,1075,1044.16,1,0.0,300.0,1,1,1,0,0,1
3.61,1075,1045.05,1,0.0,300.0,1,1,1,0,0,1
3.62,1075,1045.94,1,0.0,300.0,1,1,1,0,0,1
3.63,1075,1046.82,1,0.0,300.0,1,1,1,0,0,1
3.64,1075,1047.71,1,0.0,300.0,1,1,1,0,0,1
3.65,1075,1048.6,1,0.0,300.0,1,1,1,0,0,1
3.66,1075,1049.48,1,0.0,300.0,1,1,1,0,0,1
3.67,1075,1050.37,1,0.0,300.0,1,1,1,0,0,1
3.68,1075,1051.26,1,0.0,300.0,1,1,1,0,0,1
3.69,1075,1052.14,1,0.0,300.0,1,1,1,0,0,1
3.7,1075,1053.03,1,0.0,300.0,1,1,1,0,0,1
3.71,1075,1053.66,1,0.0,300.0,1,1,1,0,0,1
3.72,1075,1054.29,1,0.0,300.0,1,1,1,0,0,1
3.73,1075,1054.92,1,0.0,300.0,1,1,1,0,0,1
3.74,1075,1055.56,1,0.0,300.0,1,1,1,0,0,1
3.75,1075,1056.19,1,0.0,300.0,1,1,1,0,0,1
3.76,1075,1056.82,1,0.0,300.0,1,1,1,0,0,1
3.77,1075,1057.45,1,0.0,300.0,1,1,1,0,0,1
3.78,1075,1058.08,1,0.0,300.0,1,1,1,0,0,1
3.79,1075,1058.71,1,0.0,300.0,1,1,1,0,0,1
3.8,1075,1059.35,1,0.0,300.0,1,1,1,0,0,1
3.81,1075,1059.8,1,0.0,300.0,1,1,1,0,0,1
3.82,1075,1060.25,1,0.0,300.0,1,1,1,0,0,1
3.83,1075,1060.7,1,0.0,300.0,1,1,1,0,0,1
3.84,1075,1061.15,1,0.0,300.0,1,1,1,0,0,1
3.85,1075,1061.6,1,0.0,300.0,1,1,1,0,0,1
3.86,1075,1062.05,1,0.0,300.0,1,1,1,0,0,1
3.87,1075,1062.5,1,0.0,300.0,1,1,1,0,0,1
3.88,1075,1062.95,1,0.0,300.0,1,1,1,0,0,1
3.89,1075,1063.4,1,0.0,300.0,1,1,1,0,0,1
3.9,1075,1063.85,1,0.0,300.0,1,1,1,0,0,1
3.91,1075,1064.17,1,0.0,300.0,1,1,1,0,0,1
3.92,1075,1064.49,1,0.0,300.0,1,1,1,0,0,1
3.93,1075,1064.81,1,0.0,300.0,1,1,1,0,0,1
3.94,1075,1065.13,1,0.0,300.0,1,1,1,0,0,1
3.95,1075,1065.45,1,0.0,300.0,1,1,1,0,0,1
3.96,1075,1065.77,1,0.0,300.0,1,1,1,0,0,1
3.97,1075,1066.09,1,0.0,300.0,1,1,1,0,0,1
3.98,1075,1066.41,1,0.0,300.0,1,1,1,0,0,1
3.99,1075,1066.73,1,0.0,300.0,1,1,1,0,0,1
4.0,1075,1067.05,1,0.0,300.0,1,1,1,0,0,1
4.01,1075,1067.28,1,0.0,300.0,1,1,1,0,0,1
4.02,1075,1067.51,1,0.0,300.0,1,1,1,0,0,1
4.03,1075,1067.74,1,0.0,300.0,1,1,1,0,0,1
4.04,1075,1067.97,1,0.0,300.0,1,1,1,0,0,1
4.05,1075,1068.2,1,0.0,300.0,1,1,1,0,0,1
4.06,1075,1068.42,1,0.0,300.0,1,1,1,0,0,1
4.07,1075,1068.65,1,0.0,300.0,1,1,1,0,0,1
4.08,1075,1068.88,1,0.0,300.0,1,1,1,0,0,1
4.09,1075,1069.11,1,0.0,300.0,1,1,1,0,0,1
4.1,1075,1069.34,1,0.0,300.0,1,1,1,0,0,1
4.11,1075,1069.5,1,0.0,300.0,1,1,1,0,0,1
4.12,1075,1069.66,1,0.0,300.0,1,1,1,0,0,1
4.13,1075,1069.83,1,0.0,300.0,1,1,1,0,0,1
4.14,1075,1069.99,1,0.0,300.0,1,1,1,0,0,1
4.15,1075,1070.15,1,0.0,300.0,1,1,1,0,0,1
4.16,1075,1070.32,1,0.0,300.0,1,1,1,0,0,1
