time,AC_Set_Speed,Compressor_Running_Speed,CmdPrcSp,Board_Temp,DC_Bus_Voltage,AC_Enable,IsActVld,IsAnyVld,DrvrOut_IsRunOk,DrvrOut_IsFault,DrvrOut_IsRdy2Run
12.35,1750,1471.94,10,0.0,300.0,1,0,0,1,0,1
12.36,1750,1478.54,10,0.0,300.0,1,0,0,1,0,1
12.37,1750,1485.14,10,0.0,300.0,1,0,0,1,0,1
12.38,1750,1491.74,10,0.0,300.0,1,0,0,1,0,1
12.39,1750,1498.33,10,0.0,300.0,1,0,0,1,0,1
12.4,1750,1504.93,10,0.0,300.0,1,0,0,1,0,1
12.41,1750,1511.54,10,0.0,300.0,1,0,0,1,0,1
12.42,1750,1518.15,10,0.0,300.0,1,0,0,1,0,1
12.43,1750,1524.75,10,0.0,300.0,1,0,0,1,0,1
12.44,1750,1531.36,10,0.0,300.0,1,0,0,1,0,1
12.45,1750,1537.97,10,0.0,300.0,1,0,0,1,0,1
12.46,1750,1544.57,10,0.0,300.0,1,0,0,1,0,1
12.47,1750,1551.18,10,0.0,300.0,1,0,0,1,0,1
12.48,1750,1557.79,10,0.0,300.0,1,0,0,1,0,1
12.49,1750,1564.39,10,0.0,300.0,1,0,0,1,0,1
12.5,1750,1571.0,10,0.0,300.0,1,0,0,1,0,1
12.51,1750,1576.15,10,0.0,300.0,1,0,0,1,0,1
12.52,1750,1581.29,10,0.0,300.0,1,0,0,1,0,1
12.53,1750,1586.44,10,0.0,300.0,1,0,0,1,0,1
12.54,1750,1591.59,10,0.0,300.0,1,0,0,1,0,1
12.55,1750,1596.73,10,0.0,300.0,1,0,0,1,0,1
12.56,1750,1601.88,10,0.0,300.0,1,0,0,1,0,1
12.57,1750,1607.03,10,0.0,300.0,1,0,0,1,0,1
12.58,1750,1612.17,10,0.0,300.0,1,0,0,1,0,1
12.59,1750,1617.32,10,0.0,300.0,1,0,0,1,0,1
12.6,1750,1622.47,10,0.0,300.0,1,0,0,1,0,1
12.61,1750,1626.13,10,0.0,300.0,1,0,0,1,0,1
12.62,1750,1629.8,10,0.0,300.0,1,0,0,1,0,1
12.63,1750,1633.47,10,0.0,300.0,1,0,0,1,0,1
12.64,1750,1637.13,10,0.0,300.0,1,0,0,1,0,1
12.65,1750,1640.8,10,0.0,300.0,1,0,0,1,0,1
12.66,1750,1644.47,10,0.0,300.0,1,0,0,1,0,1
12.67,1750,1648.14,10,0.0,300.0,1,0,0,1,0,1
12.68,1750,1651.8,10,0.0,300.0,1,0,0,1,0,1
12.69,1750,1655.47,10,0.0,300.0,1,0,0,1,0,1
12.7,1750,1659.14,10,0.0,300.0,1,0,0,1,0,1
12.71,1750,1661.75,10,0.0,300.0,1,0,0,1,0,1
12.72,1750,1664.36,10,0.0,300.0,1,0,0,1,0,1
12.73,1750,1666.97,10,0.0,300.0,1,0,0,1,0,1
12.74,1750,1669.59,10,0.0,300.0,1,0,0,1,0,1
12.75,1750,1672.2,10,0.0,300.0,1,0,0,1,0,1
12.76,1750,1674.81,10,0.0,300.0,1,0,0,1,0,1
12.77,1750,1677.42,10,0.0,300.0,1,0,0,1,0,1
12.78,1750,1680.04,10,0.0,300.0,1,0,0,1,0,1
12.79,1750,1682.65,10,0.0,300.0,1,0,0,1,0,1
12.8,1750,1685.26,10,0.0,300.0,1,1,1,1,0,1
12.81,1750,1687.12,10,0.0,300.0,1,1,1,1,0,1
12.82,1750,1688.98,10,0.0,300.0,1,1,1,1,0,1
12.83,1750,1690.85,10,0.0,300.0,1,1,1,1,0,1
12.84,1750,1692.71,10,0.0,300.0,1,1,1,1,0,1
12.85,1750,1694.57,10,0.0,300.0,1,1,1,1,0,1
12.86,1750,1696.43,10,0.0,300.0,1,1,1,1,0,1
12.87,1750,1698.29,10,0.0,300.0,1,1,1,1,0,1
12.88,1750,1700.15,10,0.0,300.0,1,1,1,1,0,1
12.89,1750,1702.01,10,0.0,300.0,1,1,1,1,0,1
12.9,1750,1703.88,10,0.0,300.0,1,1,1,1,0,1
12.91,1750,1705.2,10,0.0,300.0,1,1,1,1,0,1
12.92,1750,1706.53,10,0.0,300.0,1,1,1,1,0,1
12.93,1750,1707.85,10,0.0,300.0,1,1,1,1,0,1
12.94,1750,1709.18,10,0.0,300.0,1,1,1,1,0,1
12.95,1750,1710.51,10,0.0,300.0,1,1,1,1,0,1
12.96,1750,1711.83,10,0.0,300.0,1,1,1,1,0,1
12.97,1750,1713.16,10,0.0,300.0,1,1,1,1,0,1
12.98,1750,1714.49,10,0.0,300.0,1,1,1,1,0,1
12.99,1750,1715.81,10,0.0,300.0,1,1,1,1,0,1
13.0,1750,1717.14,10,0.0,300.0,1,1,1,1,0,1
13.01,1750,1718.08,10,0.0,300.0,1,1,1,1,0,1
13.02,1750,1719.03,10,0.0,300.0,1,1,1,1,0,1
13.03,1750,1719.97,10,0.0,300.0,1,1,1,1,0,1
13.04,1750,1720.92,10,0.0,300.0,1,1,1,1,0,1
13.05,1750,1721.86,10,0.0,300.0,1,1,1,1,0,1
13.06,1750,1722.81,10,0.0,300.0,1,1,1,1,0,1
13.07,1750,1723.75,10,0.0,300.0,1,1,1,1,0,1
13.08,1750,1724.7,10,0.0,300.0,1,1,1,1,0,1
13.09,1750,1725.64,10,0.0,300.0,1,1,1,1,0,1
13.1,1750,1726.59,10,0.0,300.0,1,1,1,1,0,1
13.11,1750,1727.26,10,0.0,300.0,1,1,1,1,0,1
13.12,1750,1727.93,10,0.0,300.0,1,1,1,1,0,1
13.13,1750,1728.61,10,0.0,300.0,1,1,1,1,0,1
13.14,1750,1729.28,10,0.0,300.0,1,1,1,1,0,1
13.15,1750,1729.95,10,0.0,300.0,1,1,1,1,0,1
13.16,1750,1730.63,10,0.0,300.0,1,1,1,1,0,1
13.17,1750,1731.3,10,0.0,300.0,1,1,1,1,0,1
13.18,1750,1731.97,10,0.0,300.0,1,1,1,1,0,1
13.19,1750,1732.65,10,0.0,300.0,1,1,1,1,0,1
13.2,1750,1733.32,10,0.0,300.0,1,1,1,1,0,1
13.21,1750,1733.8,10,0.0,300.0,1,1,1,1,0,1
13.22,1750,1734.28,10,0.0,300.0,1,1,1,1,0,1
13.23,1750,1734.76,10,0.0,300.0,1,1,1,1,0,1
13.24,1750,1735.24,10,0.0,300.0,1,1,1,1,0,1
13.25,1750,1735.72,10,0.0,300.0,1,1,1,1,0,1
13.26,1750,1736.2,10,0.0,300.0,1,1,1,1,0,1
13.27,1750,1736.68,10,0.0,300.0,1,1,1,1,0,1
13.28,1750,1737.16,10,0.0,300.0,1,1,1,1,0,1
13.29,1750,1737.64,10,0.0,300.0,1,1,1,1,0,1
13.3,1750,1738.11,10,0.0,300.0,1,1,1,1,0,1
13.31,1750,1738.46,10,0.0,300.0,1,1,1,1,0,1
13.32,1750,1738.8,10,0.0,300.0,1,1,1,1,0,1
13.33,1750,1739.14,10,0.0,300.0,1,1,1,1,0,1
13.34,1750,1739.48,10,0.0,300.0,1,1,1,1,0,1
13.35,1750,1739.82,10,0.0,300.0,1,1,1,1,0,1
13.36,1750,1740.17,10,0.0,300.0,1,1,1,1,0,1
13.37,1750,1740.51,10,0.0,300.0,1,1,1,1,0,1
13.38,1750,1740.85,10,0.0,300.0,1,1,1,1,0,1
13.39,1750,1741.19,10,0.0,300.0,1,1,1,1,0,1
13.4,1750,1741.53,10,0.0,300.0,1,1,1,1,0,1
13.41,1750,1741.78,10,0.0,300.0,1,1,1,1,0,1
13.42,1750,1742.02,10,0.0,300.0,1,1,1,1,0,1
13.43,1750,1742.26,10,0.0,300.0,1,1,1,1,0,1
13.44,1750,1742.51,10,0.0,300.0,1,1,1,1,0,1
13.45,1750,1742.75,10,0.0,300.0,1,1,1,1,0,1
13.46,1750,1742.99,10,0.0,300.0,1,1,1,1,0,1
13.47,1750,1743.24,10,0.0,300.0,1,1,1,1,0,1
13.48,1750,1743.48,10,0.0,300.0,1,1,1,1,0,1
13.49,1750,1743.72,10,0.0,300.0,1,1,1,1,0,1
13.5,1750,1743.97,10,0.0,300.0,1,1,1,1,0,1
13.51,1750,1744.14,10,0.0,300.0,1,1,1,1,0,1
13.52,1750,1744.31,10,0.0,300.0,1,1,1,1,0,1
13.53,1750,1744.49,10,0.0,300.0,1,1,1,1,0,1
13.54,1750,1744.66,10,0.0,300.0,1,1,1,1,0,1
13.55,1750,1744.83,10,0.0,300.0,1,1,1,1,0,1
13.56,1750,1745.01,10,0.0,300.0,1,1,1,1,0,1
13.57,1750,1745.18,10,0.0,300.0,1,1,1,1,0,1
13.58,1750,1745.35,10,0.0,300.0,1,1,1,1,0,1
13.59,1750,1745.53,10,0.0,300.0,1,1,1,1,0,1
13.6,1750,1745.7,10,0.0,300.0,1,1,1,1,0,1
13.61,1750,1745.83,10,0.0,300.0,1,1,1,1,0,1
13.62,1750,1745.95,10,0.0,300.0,1,1,1,1,0,1
13.63,1750,1746.07,10,0.0,300.0,1,1,1,1,0,1
13.64,1750,1746.2,10,0.0,300.0,1,1,1,1,0,1
13.65,1750,1746.32,10,0.0,300.0,1,1,1,1,0,1
13.66,1750,1746.44,10,0.0,300.0,1,1,1,1,0,1
13.67,1750,1746.57,10,0.0,300.0,1,1,1,1,0,1
13.68,1750,1746.69,10,0.0,300.0,1,1,1,1,0,1
13.69,1750,1746.81,10,0.0,300.0,1,1,1,1,0,1
13.7,1750,1746.94,10,0.0,300.0,1,1,1,1,0,1
13.71,1750,1747.03,10,0.0,300.0,1,1,1,1,0,1
13.72,1750,1747.11,10,0.0,300.0,1,1,1,1,0,1
13.73,1750,1747.2,10,0.0,300.0,1,1,1,1,0,1
13.74,1750,1747.29,10,0.0,300.0,1,1,1,1,0,1
13.75,1750,1747.38,10,0.0,300.0,1,1,1,1,0,1
13.76,1750,1747.47,10,0.0,300.0,1,1,1,1,0,1
13.77,1750,1747.55,10,0.0,300.0,1,1,1,1,0,1
13.78,1750,1747.64,10,0.0,300.0,1,1,1,1,0,1
13.79,1750,1747.73,10,0.0,300.0,1,1,1,1,0,1
13.8,1750,1747.82,10,0.0,300.0,1,1,1,1,0,1
13.81,1750,1747.88,10,0.0,300.0,1,1,1,1,0,1
13.82,1750,1747.94,10,0.0,300.0,1,1,1,1,0,1
13.83,1750,1748.01,10,0.0,300.0,1,1,1,1,0,1
13.84,1750,1748.07,10,0.0,300.0,1,1,1,1,0,1
13.85,1750,1748.13,10,0.0,300.0,1,1,1,1,0,1
13.86,1750,1748.19,10,0.0,300.0,1,1,1,1,0,1
13.87,1750,1748.26,10,0.0,300.0,1,1,1,1,0,1
13.88,1750,1748.32,10,0.0,300.0,1,1,1,1,0,1
13.89,1750,1748.38,10,0.0,300.0,1,1,1,1,0,1
13.9,1750,1748.45,10,0.0,300.0,1,1,1,1,0,1
13.91,1750,1748.49,10,0.0,300.0,1,1,1,1,0,1
13.92,1750,1748.53,10,0.0,300.0,1,1,1,1,0,1
13.93,1750,1748.58,10,0.0,300.0,1,1,1,1,0,1
13.94,1750,1748.62,10,0.0,300.0,1,1,1,1,0,1
13.95,1750,1748.67,10,0.0,300.0,1,1,1,1,0,1
13.96,1750,1748.71,10,0.0,300.0,1,1,1,1,0,1
13.97,1750,1748.76,10,0.0,300.0,1,1,1,1,0,1
13.98,1750,1748.8,10,0.0,300.0,1,1,1,1,0,1
13.99,1750,1748.85,10,0.0,300.0,1,1,1,1,0,1
14.0,1750,1748.89,10,0.0,300.0,1,1,1,1,0,1
14.01,1750,1748.92,10,0.0,300.0,1,1,1,1,0,1
14.02,1750,1748.96,10,0.0,300.0,1,1,1,1,0,1
14.03,1750,1748.99,10,0.0,300.0,1,1,1,1,0,1
14.04,1750,1749.02,10,0.0,300.0,1,1,1,1,0,1
14.05,1750,1749.05,10,0.0,300.0,1,1,1,1,0,1
14.06,1750,1749.08,10,0.0,300.0,1,1,1,1,0,1
14.07,1750,1749.12,10,0.0,300.0,1,1,1,1,0,1
14.08,1750,1749.15,10,0.0,300.0,1,1,1,1,0,1
14.09,1750,1749.18,10,0.0,300.0,1,1,1,1,0,1
14.1,1750,1749.21,10,0.0,300.0,1,1,1,1,0,1
14.11,1750,1749.23,10,0.0,300.0,1,1,1,1,0,1
14.12,1750,1749.26,10,0.0,300.0,1,1,1,1,0,1
14.13,1750,1749.28,10,0.0,300.0,1,1,1,1,0,1
14.14,1750,1749.3,10,0.0,300.0,1,1,1,1,0,1
14.15,1750,1749.32,10,0.0,300.0,1,1,1,1,0,1
14.16,1750,1749.35,10,0.0,300.0,1,1,1,1,0,1
14.17,1750,1749.37,10,0.0,300.0,1,1,1,1,0,1
14.18,1750,1749.39,10,0.0,300.0,1,1,1,1,0,1
14.19,1750,1749.42,10,0.0,300.0,1,1,1,1,0,1
14.2,1750,1749.44,10,0.0,300.0,1,1,1,1,0,1
14.21,1750,1749.45,10,0.0,300.0,1,1,1,1,0,1
14.22,1750,1749.47,10,0.0,300.0,1,1,1,1,0,1
14.23,1750,1749.49,10,0.0,300.0,1,1,1,1,0,1
14.24,1750,1749.5,10,0.0,300.0,1,1,1,1,0,1
14.25,1750,1749.52,10,0.0,300.0,1,1,1,1,0,1
14.26,1750,1749.53,10,0.0,300.0,1,1,1,1,0,1
14.27,1750,1749.55,10,0.0,300.0,1,1,1,1,0,1
14.28,1750,1749.57,10,0.0,300.0,1,1,1,1,0,1
14.29,1750,1749.58,10,0.0,300.0,1,1,1,1,0,1
14.3,1750,1749.6,10,0.0,300.0,1,1,1,1,0,1
14.31,1750,1749.61,10,0.0,300.0,1,1,1,1,0,1
14.32,1750,1749.62,10,0.0,300.0,1,1,1,1,0,1
14.33,1750,1749.63,10,0.0,300.0,1,1,1,1,0,1
14.34,1750,1749.65,10,0.0,300.0,1,1,1,1,0,1
14.35,1750,1749.66,10,0.0,300.0,1,1,1,1,0,1
14.36,1750,1749.67,10,0.0,300.0,1,1,1,1,0,1
14.37,1750,1749.68,10,0.0,300.0,1,1,1,1,0,1
14.38,1750,1749.69,10,0.0,300.0,1,1,1,1,0,1
14.39,1750,1749.7,10,0.0,300.0,1,1,1,1,0,1
14.4,1750,1749.71,10,0.0,300.0,1,1,1,1,0,1
14.41,1750,1749.72,10,0.0,300.0,1,1,1,1,0,1
14.42,1750,1749.73,10,0.0,300.0,1,1,1,1,0,1
14.43,1750,1749.74,10,0.0,300.0,1,1,1,1,0,1
14.44,1750,1749.75,10,0.0,300.0,1,1,1,1,0,1
14.45,1750,1749.76,10,0.0,300.0,1,1,1,1,0,1
14.46,1750,1749.76,10,0.0,300.0,1,1,1,1,0,1
14.47,1750,1749.77,10,0.0,300.0,1,1,1,1,0,1
14.48,1750,1749.78,10,0.0,300.0,1,1,1,1,0,1
14.49,1750,1749.79,10,0.0,300.0,1,1,1,1,0,1
14.5,1750,1749.8,10,0.0,300.0,1,1,1,1,0,1
14.51,1750,1749.8,10,0.0,300.0,1,1,1,1,0,1
14.52,1750,1749.81,10,0.0,300.0,1,1,1,1,0,1
14.53,1750,1749.81,10,0.0,300.0,1,1,1,1,0,1
14.54,1750,1749.82,10,0.0,300.0,1,1,1,1,0,1
14.55,1750,1749.83,10,0.0,300.0,1,1,1,1,0,1
14.56,1750,1749.83,10,0.0,300.0,1,1,1,1,0,1
14.57,1750,1749.84,10,0.0,300.0,1,1,1,1,0,1
14.58,1750,1749.84,10,0.0,300.0,1,1,1,1,0,1
14.59,1750,1749.85,10,0.0,300.0,1,1,1,1,0,1
14.6,1750,1749.85,10,0.0,300.0,1,1,1,1,0,1
14.61,1750,1749.86,10,0.0,300.0,1,1,1,1,0,1
14.62,1750,1749.86,10,0.0,300.0,1,1,1,1,0,1
14.63,1750,1749.87,10,0.0,300.0,1,1,1,1,0,1
14.64,1750,1749.87,10,0.0,300.0,1,1,1,1,0,1
14.65,1750,1749.88,10,0.0,300.0,1,1,1,1,0,1
14.66,1750,1749.88,10,0.0,300.0,1,1,1,1,0,1
14.67,1750,1749.88,10,0.0,300.0,1,1,1,1,0,1
14.68,1750,1749.89,10,0.0,300.0,1,1,1,1,0,1
14.69,1750,1749.89,10,0.0,300.0,1,1,1,1,0,1
14.7,1750,1749.9,10,0.0,300.0,1,1,1,1,0,1
14.71,1750,1749.9,10,0.0,300.0,1,1,1,1,0,1
14.72,1750,1749.9,10,0.0,300.0,1,1,1,1,0,1
14.73,1750,1749.91,10,0.0,300.0,1,1,1,1,0,1
14.74,1750,1749.91,10,0.0,300.0,1,1,1,1,0,1
14.75,1750,1749.91,10,0.0,300.0,1,1,1,1,0,1
14.76,1750,1749.91,10,0.0,300.0,1,1,1,1,0,1
14.77,1750,1749.92,10,0.0,300.0,1,1,1,1,0,1
14.78,1750,1749.92,10,0.0,300.0,1,1,1,1,0,1
14.79,1750,1749.92,10,0.0,300.0,1,1,1,1,0,1
14.8,1750,1749.93,10,0.0,300.0,1,1,1,1,0,1
14.81,1750,1749.93,10,0.0,300.0,1,1,1,1,0,1
14.82,1750,1749.93,10,0.0,300.0,1,1,1,1,0,1
14.83,1750,1749.93,10,0.0,300.0,1,1,1,1,0,1
14.84,1750,1749.93,10,0.0,300.0,1,1,1,1,0,1
14.85,1750,1749.94,10,0.0,300.0,1,1,1,1,0,1
14.86,1750,1749.94,10,0.0,300.0,1,1,1,1,0,1
14.87,1750,1749.94,10,0.0,300.0,1,1,1,1,0,1
14.88,1750,1749.94,10,0.0,300.0,1,1,1,1,0,1
14.89,1750,1749.95,10,0.0,300.0,1,1,1,1,0,1
14.9,1750,1749.95,10,0.0,300.0,1,1,1,1,0,1
14.91,1750,1749.95,10,0.0,300.0,1,1,1,1,0,1
14.92,1750,1749.95,10,0.0,300.0,1,1,1,1,0,1
14.93,1750,1749.95,10,0.0,300.0,1,1,1,1,0,1
14.94,1750,1749.95,10,0.0,300.0,1,1,1,1,0,1
14.95,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
14.96,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
14.97,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
14.98,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
14.99,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
15.0,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
15.01,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
15.02,1750,1749.96,10,0.0,300.0,1,1,1,1,0,1
15.03,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.04,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.05,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.06,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.07,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.08,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.09,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.1,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.11,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.12,1750,1749.97,10,0.0,300.0,1,1,1,1,0,1
15.13,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.14,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.15,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.16,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.17,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.18,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.19,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.2,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.21,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.22,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.23,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.24,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.25,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.26,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.27,1750,1749.98,10,0.0,300.0,1,1,1,1,0,1
15.28,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.29,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.3,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.31,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.32,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.33,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.34,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.35,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.36,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.37,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.38,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.39,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.4,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.41,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.42,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.43,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.44,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.45,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.46,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.47,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.48,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.49,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.5,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.51,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.52,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.53,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.54,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.55,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.56,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.57,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.58,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.59,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.6,1750,1749.99,10,0.0,300.0,1,1,1,1,0,1
15.61,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.62,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.63,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.64,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.65,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.66,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.67,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.68,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.69,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.7,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.71,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.72,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.73,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.74,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.75,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.76,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.77,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.78,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.79,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.8,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.81,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.82,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.83,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.84,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.85,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.86,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.87,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.88,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.89,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.9,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.91,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.92,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.93,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.94,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.95,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.96,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.97,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.98,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
15.99,1750,1750.0,10,0.0,300.0,1,1,1,1,0,1
16.0,1787,1750.0,10,0.0,300.0,1,1,1,1,0,1
16.01,1825,1750.0,11,0.0,300.0,1,1,1,1,0,1
16.02,1862,1750.0,11,0.0,300.0,1,1,1,1,0,1
16.03,1900,1750.0,12,0.0,300.0,1,1,1,1,0,1
16.04,1937,1750.0,12,0.0,300.0,1,1,1,1,0,1
16.05,1975,1750.0,13,0.0,300.0,1,1,1,1,0,1
16.06,2012,1750.0,13,0.0,300.0,1,1,1,1,0,1
16.07,2050,1750.0,14,0.0,300.0,1,1,1,1,0,1
16.08,2087,1750.0,14,0.0,300.0,1,1,1,1,0,1
16.09,2125,1750.0,15,0.0,300.0,1,1,1,1,0,1
16.1,2162,1750.0,15,0.0,300.0,1,1,1,1,0,1
16.11,2200,1750.0,16,0.0,300.0,1,1,1,1,0,1
16.12,2237,1750.0,16,0.0,300.0,1,1,1,1,0,1
16.13,2275,1750.0,17,0.0,300.0,1,0,1,1,0,1
16.14,2312,1750.0,17,0.0,300.0,1,0,1,1,0,1
16.15,2350,1750.0,18,0.0,300.0,1,0,1,1,0,1
16.16,2387,1750.0,18,0.0,300.0,1,0,1,1,0,1
16.17,2425,1750.0,19,0.0,300.0,1,0,1,1,0,1
16.18,2462,1750.0,19,0.0,300.0,1,0,1,1,0,1
16.19,2500,1750.0,20,0.0,300.0,1,0,1,1,0,1
16.2,2537,1750.0,20,0.0,300.0,1,0,1,1,0,1
16.21,2575,1750.0,21,0.0,300.0,1,0,1,1,0,1
16.22,2612,1750.0,21,0.0,300.0,1,0,1,1,0,1
16.23,2650,1750.0,22,0.0,300.0,1,0,1,1,0,1
16.24,2687,1750.0,22,0.0,300.0,1,0,1,1,0,1
16.25,2725,1750.0,23,0.0,300.0,1,0,1,1,0,1
16.26,2762,1750.0,23,0.0,300.0,1,0,1,1,0,1
16.27,2800,1750.0,24,0.0,300.0,1,0,1,1,0,1
16.28,2837,1750.0,24,0.0,300.0,1,0,1,1,0,1
16.29,2875,1750.0,25,0.0,300.0,1,0,1,1,0,1
16.3,2912,1750.0,25,0.0,300.0,1,0,1,1,0,1
16.31,2950,1750.0,26,0.0,300.0,1,0,1,1,0,1
16.32,2987,1750.0,26,0.0,300.0,1,0,1,1,0,1
16.33,3025,1750.0,27,0.0,300.0,1,0,1,1,0,1
16.34,3062,1750.0,27,0.0,300.0,1,0,1,1,0,1
16.35,3100,1750.0,28,0.0,300.0,1,0,1,1,0,1
16.36,3137,1750.0,28,0.0,300.0,1,0,1,1,0,1
16.37,3175,1750.0,29,0.0,300.0,1,0,1,1,0,1
16.38,3212,1750.0,29,0.0,300.0,1,0,1,1,0,1
16.39,3249,1750.0,30,0.0,300.0,1,0,1,1,0,1
16.4,3287,1750.0,30,0.0,300.0,1,0,1,1,0,1
16.41,3325,1750.0,31,0.0,300.0,1,0,1,1,0,1
16.42,3362,1750.0,31,0.0,300.0,1,0,1,1,0,1
